SA4_NAME16	DwellingStructure	DwellingSubtype	HouseholdComposition	occupied_private_dwellings
Sydney - Eastern Suburbs	Flat/apartment	4-8 storey block	Couple family with children	2042
Sydney - Eastern Suburbs	Flat/apartment	4-8 storey block	Couple family with no children	4554
Sydney - Eastern Suburbs	Flat/apartment	4-8 storey block	Group household	1335
Sydney - Eastern Suburbs	Flat/apartment	4-8 storey block	Lone-person household	6183
Sydney - Eastern Suburbs	Flat/apartment	4-8 storey block	One parent family with children	877
Sydney - Eastern Suburbs	Flat/apartment	4-8 storey block	Other family	167
Sydney - Eastern Suburbs	Flat/apartment	9 or more storey block	Couple family with children	795
Sydney - Eastern Suburbs	Flat/apartment	9 or more storey block	Couple family with no children	1878
Sydney - Eastern Suburbs	Flat/apartment	9 or more storey block	Group household	529
Sydney - Eastern Suburbs	Flat/apartment	9 or more storey block	Lone-person household	2564
Sydney - Eastern Suburbs	Flat/apartment	9 or more storey block	One parent family with children	380
Sydney - Eastern Suburbs	Flat/apartment	9 or more storey block	Other family	74
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	5059
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	3145
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.		Group household	702
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	2447
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	1298
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.		Other family	125
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	2511
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	1311
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	312
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	1459
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	595
Sydney - Eastern Suburbs	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	55
Sydney - Eastern Suburbs	Separate house		Couple family with children	11488
Sydney - Eastern Suburbs	Separate house		Couple family with no children	5551
Sydney - Eastern Suburbs	Separate house		Group household	687
Sydney - Eastern Suburbs	Separate house		Lone-person household	3103
Sydney - Eastern Suburbs	Separate house		One parent family with children	2131
Sydney - Eastern Suburbs	Separate house		Other family	251
Sydney - Inner South West			Couple family with children	83
Sydney - Inner South West			Couple family with no children	76
Sydney - Inner South West			Group household	51
Sydney - Inner South West			Lone-person household	164
Sydney - Inner South West			One parent family with children	39
Sydney - Inner South West			Other family	10
Sydney - Inner South West	(Other)	Caravan	Couple family with no children	10
Sydney - Inner South West	(Other)	Caravan	Group household	3
Sydney - Inner South West	(Other)	Caravan	Lone-person household	51
Sydney - Inner South West	(Other)	Caravan	One parent family with children	3
Sydney - Inner South West	(Other)	Caravan	Other family	4
Sydney - Inner South West	(Other)	House or flat attached to a shop, office, etc	Couple family with children	221
Sydney - Inner South West	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	200
Sydney - Inner South West	(Other)	House or flat attached to a shop, office, etc	Group household	102
Sydney - Inner South West	(Other)	House or flat attached to a shop, office, etc	Lone-person household	373
Sydney - Inner South West	(Other)	House or flat attached to a shop, office, etc	One parent family with children	115
Sydney - Inner South West	(Other)	House or flat attached to a shop, office, etc	Other family	39
Sydney - Inner South West	Flat/apartment		Couple family with children	423
Sydney - Inner South West	Flat/apartment		Couple family with no children	297
Sydney - Inner South West	Flat/apartment		Group household	69
Sydney - Inner South West	Flat/apartment		Lone-person household	360
Sydney - Inner South West	Flat/apartment		One parent family with children	166
Sydney - Inner South West	Flat/apartment		Other family	23
Sydney - Inner South West	Flat/apartment	1 or 2 storey block	Couple family with children	3372
Sydney - Inner South West	Flat/apartment	1 or 2 storey block	Couple family with no children	2506
Sydney - Inner South West	Flat/apartment	1 or 2 storey block	Group household	1045
Sydney - Inner South West	Flat/apartment	1 or 2 storey block	Lone-person household	5536
Sydney - Inner South West	Flat/apartment	1 or 2 storey block	One parent family with children	1527
Sydney - Inner South West	Flat/apartment	1 or 2 storey block	Other family	324
Sydney - Inner South West	Flat/apartment	3 storey block	Couple family with children	4822
Sydney - Inner South West	Flat/apartment	3 storey block	Couple family with no children	3862
Sydney - Inner South West	Flat/apartment	3 storey block	Group household	1072
Sydney - Inner South West	Flat/apartment	3 storey block	Lone-person household	6060
Sydney - Inner South West	Flat/apartment	3 storey block	One parent family with children	2582
Sydney - Inner South West	Flat/apartment	3 storey block	Other family	423
Sydney - Inner South West	Flat/apartment	4-8 storey block	Couple family with children	5640
Sydney - Inner South West	Flat/apartment	4-8 storey block	Couple family with no children	6084
Sydney - Inner South West	Flat/apartment	4-8 storey block	Group household	1618
Sydney - Inner South West	Flat/apartment	4-8 storey block	Lone-person household	6863
Sydney - Inner South West	Flat/apartment	4-8 storey block	One parent family with children	2449
Sydney - Inner South West	Flat/apartment	4-8 storey block	Other family	505
Sydney - Inner South West	Flat/apartment	9 or more storey block	Couple family with children	2452
Sydney - Inner South West	Flat/apartment	9 or more storey block	Couple family with no children	3799
Sydney - Inner South West	Flat/apartment	9 or more storey block	Group household	1277
Sydney - Inner South West	Flat/apartment	9 or more storey block	Lone-person household	2748
Sydney - Inner South West	Flat/apartment	9 or more storey block	One parent family with children	777
Sydney - Inner South West	Flat/apartment	9 or more storey block	Other family	290
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	8307
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	3713
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.		Group household	424
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	3613
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	2887
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.		Other family	219
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	2748
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	2007
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	271
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	3148
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	1202
Sydney - Inner South West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	119
Sydney - Inner South West	Separate house		Couple family with children	46918
Sydney - Inner South West	Separate house		Couple family with no children	22227
Sydney - Inner South West	Separate house		Group household	2463
Sydney - Inner South West	Separate house		Lone-person household	15170
Sydney - Inner South West	Separate house		One parent family with children	13454
Sydney - Inner South West	Separate house		Other family	1471
Sydney - Inner West			Couple family with children	27
Sydney - Inner West			Couple family with no children	69
Sydney - Inner West			Group household	26
Sydney - Inner West			Lone-person household	139
Sydney - Inner West			One parent family with children	11
Sydney - Inner West			Other family	7
Sydney - Inner West	(Other)	Cabin household	Lone-person household	3
Sydney - Inner West	(Other)	House or flat attached to a shop, office, etc	Couple family with children	169
Sydney - Inner West	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	270
Sydney - Inner West	(Other)	House or flat attached to a shop, office, etc	Group household	152
Sydney - Inner West	(Other)	House or flat attached to a shop, office, etc	Lone-person household	394
Sydney - Inner West	(Other)	House or flat attached to a shop, office, etc	One parent family with children	94
Sydney - Inner West	(Other)	House or flat attached to a shop, office, etc	Other family	20
Sydney - Inner West	Flat/apartment		Couple family with children	63
Sydney - Inner West	Flat/apartment		Couple family with no children	67
Sydney - Inner West	Flat/apartment		Group household	18
Sydney - Inner West	Flat/apartment		Lone-person household	99
Sydney - Inner West	Flat/apartment		One parent family with children	24
Sydney - Inner West	Flat/apartment		Other family	6
Sydney - Inner West	Flat/apartment	1 or 2 storey block	Couple family with children	1953
Sydney - Inner West	Flat/apartment	1 or 2 storey block	Couple family with no children	2810
Sydney - Inner West	Flat/apartment	1 or 2 storey block	Group household	876
Sydney - Inner West	Flat/apartment	1 or 2 storey block	Lone-person household	5188
Sydney - Inner West	Flat/apartment	1 or 2 storey block	One parent family with children	1077
Sydney - Inner West	Flat/apartment	1 or 2 storey block	Other family	188
Sydney - Inner West	Flat/apartment	3 storey block	Couple family with children	2672
Sydney - Inner West	Flat/apartment	3 storey block	Couple family with no children	3989
Sydney - Inner West	Flat/apartment	3 storey block	Group household	1315
Sydney - Inner West	Flat/apartment	3 storey block	Lone-person household	5821
Sydney - Inner West	Flat/apartment	3 storey block	One parent family with children	1209
Sydney - Inner West	Flat/apartment	3 storey block	Other family	377
Sydney - Inner West	Flat/apartment	4-8 storey block	Couple family with children	3870
Sydney - Inner West	Flat/apartment	4-8 storey block	Couple family with no children	6088
Sydney - Inner West	Flat/apartment	4-8 storey block	Group household	1762
Sydney - Inner West	Flat/apartment	4-8 storey block	Lone-person household	6163
Sydney - Inner West	Flat/apartment	4-8 storey block	One parent family with children	1351
Sydney - Inner West	Flat/apartment	4-8 storey block	Other family	384
Sydney - Inner West	Flat/apartment	9 or more storey block	Couple family with children	1894
Sydney - Inner West	Flat/apartment	9 or more storey block	Couple family with no children	3427
Sydney - Inner West	Flat/apartment	9 or more storey block	Group household	1179
Sydney - Inner West	Flat/apartment	9 or more storey block	Lone-person household	2607
Sydney - Inner West	Flat/apartment	9 or more storey block	One parent family with children	723
Sydney - Inner West	Flat/apartment	9 or more storey block	Other family	226
Sydney - Inner West	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	3736
Sydney - Inner West	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	2862
Sydney - Inner West	Semi-detached, row/terrace house, townhouse etc.		Group household	481
Sydney - Inner West	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	2133
Sydney - Inner West	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	1113
