LGA_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Camden		1 storey	0	6
Camden		1 storey	1	120
Camden		1 storey	2	314
Camden		1 storey	3	284
Camden		1 storey	4	133
Camden		1 storey	5	10
Camden		1 storey	6	3
Camden		2 storeys or more		22
Camden		2 storeys or more	0	4
Camden		2 storeys or more	1	163
Camden		2 storeys or more	2	239
Camden		2 storeys or more	3	405
Camden		2 storeys or more	4	404
Camden		2 storeys or more	5	62
Camden		2 storeys or more	6	3
Camden	(Other)			7
Camden	(Other)		0	8
Camden	(Other)		1	45
Camden	(Other)		2	87
Camden	(Other)		3	11
Camden	Flat/apartment	1 or 2 storey block		9
Camden	Flat/apartment	1 or 2 storey block	1	40
Camden	Flat/apartment	1 or 2 storey block	2	135
Camden	Flat/apartment	1 or 2 storey block	3	19
Camden	Flat/apartment	1 or 2 storey block	4	12
Camden	Flat/apartment	4-8 storey block	1	7
Camden	Flat/apartment	4-8 storey block	2	17
Camden	Flat/apartment	4-8 storey block	3	11
Camden	Flat/apartment	Attached to a house	1	34
Camden	Flat/apartment	Attached to a house	2	20
Camden	Flat/apartment	Attached to a house	3	7
Camden	Flat/apartment	Attached to a house	4	29
Camden	Flat/apartment	Attached to a house	5	13
Camden	Flat/apartment	Attached to a house	6	6
Camden	Separate house			312
Camden	Separate house		0	31
Camden	Separate house		1	411
Camden	Separate house		2	824
Camden	Separate house		3	6894
Camden	Separate house		4	21260
Camden	Separate house		5	3930
Camden	Separate house		6	727
Campbelltown (NSW)				16
Campbelltown (NSW)			1	10
Campbelltown (NSW)			2	24
Campbelltown (NSW)			3	10
Campbelltown (NSW)			4	6
Campbelltown (NSW)			5	4
Campbelltown (NSW)		1 storey		81
Campbelltown (NSW)		1 storey	0	18
Campbelltown (NSW)		1 storey	1	95
Campbelltown (NSW)		1 storey	2	1664
Campbelltown (NSW)		1 storey	3	1874
Campbelltown (NSW)		1 storey	4	161
Campbelltown (NSW)		1 storey	5	9
Campbelltown (NSW)		1 storey	6	7
Campbelltown (NSW)		2 storeys or more		104
Campbelltown (NSW)		2 storeys or more	0	22
Campbelltown (NSW)		2 storeys or more	1	315
Campbelltown (NSW)		2 storeys or more	2	1577
Campbelltown (NSW)		2 storeys or more	3	2165
Campbelltown (NSW)		2 storeys or more	4	539
Campbelltown (NSW)		2 storeys or more	5	58
Campbelltown (NSW)		2 storeys or more	6	13
Campbelltown (NSW)	(Other)		1	6
Campbelltown (NSW)	(Other)		2	7
Campbelltown (NSW)	(Other)		3	3
Campbelltown (NSW)	Flat/apartment	1 or 2 storey block		24
Campbelltown (NSW)	Flat/apartment	1 or 2 storey block	0	34
Campbelltown (NSW)	Flat/apartment	1 or 2 storey block	1	155
Campbelltown (NSW)	Flat/apartment	1 or 2 storey block	2	644
Campbelltown (NSW)	Flat/apartment	1 or 2 storey block	3	155
Campbelltown (NSW)	Flat/apartment	1 or 2 storey block	4	7
Campbelltown (NSW)	Flat/apartment	1 or 2 storey block	5	3
Campbelltown (NSW)	Flat/apartment	3 storey block		13
Campbelltown (NSW)	Flat/apartment	3 storey block	1	17
Campbelltown (NSW)	Flat/apartment	3 storey block	2	304
Campbelltown (NSW)	Flat/apartment	3 storey block	3	165
Campbelltown (NSW)	Flat/apartment	4-8 storey block		18
Campbelltown (NSW)	Flat/apartment	4-8 storey block	0	4
Campbelltown (NSW)	Flat/apartment	4-8 storey block	1	135
Campbelltown (NSW)	Flat/apartment	4-8 storey block	2	1107
Campbelltown (NSW)	Flat/apartment	4-8 storey block	3	299
Campbelltown (NSW)	Flat/apartment	9 or more storey block	1	28
Campbelltown (NSW)	Flat/apartment	9 or more storey block	2	118
Campbelltown (NSW)	Flat/apartment	9 or more storey block	3	31
Campbelltown (NSW)	Flat/apartment	Attached to a house		12
Campbelltown (NSW)	Flat/apartment	Attached to a house	1	64
Campbelltown (NSW)	Flat/apartment	Attached to a house	2	210
Campbelltown (NSW)	Flat/apartment	Attached to a house	3	63
Campbelltown (NSW)	Flat/apartment	Attached to a house	4	35
Campbelltown (NSW)	Flat/apartment	Attached to a house	5	12
Campbelltown (NSW)	Flat/apartment	Attached to a house	6	7
Campbelltown (NSW)	Separate house			608
Campbelltown (NSW)	Separate house		0	63
Campbelltown (NSW)	Separate house		1	318
Campbelltown (NSW)	Separate house		2	1893
Campbelltown (NSW)	Separate house		3	20671
Campbelltown (NSW)	Separate house		4	16413
Campbelltown (NSW)	Separate house		5	3983
Campbelltown (NSW)	Separate house		6	952
Canada Bay				3
Canada Bay			1	7
Canada Bay			2	15
Canada Bay			3	16
Canada Bay		1 storey		9
Canada Bay		1 storey	1	67
Canada Bay		1 storey	2	467
Canada Bay		1 storey	3	407
Canada Bay		1 storey	4	106
Canada Bay		1 storey	5	17
Canada Bay		1 storey	6	5
Canada Bay		2 storeys or more		24
Canada Bay		2 storeys or more	0	4
Canada Bay		2 storeys or more	1	75
Canada Bay		2 storeys or more	2	563
Canada Bay		2 storeys or more	3	1262
Canada Bay		2 storeys or more	4	273
Canada Bay		2 storeys or more	5	21
Canada Bay		2 storeys or more	6	10
Canada Bay	(Other)			3
Canada Bay	(Other)		1	75
Canada Bay	(Other)		2	185
Canada Bay	(Other)		3	89
Canada Bay	(Other)		4	9
Canada Bay	Flat/apartment	1 or 2 storey block		36
Canada Bay	Flat/apartment	1 or 2 storey block	0	56
Canada Bay	Flat/apartment	1 or 2 storey block	1	432
Canada Bay	Flat/apartment	1 or 2 storey block	2	1940
Canada Bay	Flat/apartment	1 or 2 storey block	3	776
Canada Bay	Flat/apartment	1 or 2 storey block	4	63
Canada Bay	Flat/apartment	1 or 2 storey block	5	9
Canada Bay	Flat/apartment	3 storey block		25
Canada Bay	Flat/apartment	3 storey block	0	4
Canada Bay	Flat/apartment	3 storey block	1	184
Canada Bay	Flat/apartment	3 storey block	2	2285
Canada Bay	Flat/apartment	3 storey block	3	821
Canada Bay	Flat/apartment	3 storey block	4	39
Canada Bay	Flat/apartment	3 storey block	5	6
Canada Bay	Flat/apartment	4-8 storey block		67
Canada Bay	Flat/apartment	4-8 storey block	0	8
Canada Bay	Flat/apartment	4-8 storey block	1	1341
Canada Bay	Flat/apartment	4-8 storey block	2	3649
Canada Bay	Flat/apartment	4-8 storey block	3	1757
Canada Bay	Flat/apartment	4-8 storey block	4	69
Canada Bay	Flat/apartment	4-8 storey block	5	3
Canada Bay	Flat/apartment	9 or more storey block		64
Canada Bay	Flat/apartment	9 or more storey block	0	13
Canada Bay	Flat/apartment	9 or more storey block	1	981
Canada Bay	Flat/apartment	9 or more storey block	2	2549
Canada Bay	Flat/apartment	9 or more storey block	3	725
Canada Bay	Flat/apartment	9 or more storey block	4	12
Canada Bay	Flat/apartment	9 or more storey block	5	3
Canada Bay	Flat/apartment	Attached to a house	1	10
Canada Bay	Flat/apartment	Attached to a house	2	28
Canada Bay	Flat/apartment	Attached to a house	3	18
Canada Bay	Flat/apartment	Attached to a house	4	18
Canada Bay	Flat/apartment	Attached to a house	6	3
Canada Bay	Separate house			114
Canada Bay	Separate house		0	21
Canada Bay	Separate house		1	88
Canada Bay	Separate house		2	1232
Canada Bay	Separate house		3	5342
Canada Bay	Separate house		4	4149
Canada Bay	Separate house		5	1511
Canada Bay	Separate house		6	313
Canterbury-Bankstown				21
Canterbury-Bankstown			0	12
Canterbury-Bankstown			1	46
Canterbury-Bankstown			2	87
Canterbury-Bankstown			3	50
Canterbury-Bankstown			4	26
Canterbury-Bankstown			5	9
Canterbury-Bankstown			6	3
Canterbury-Bankstown		1 storey		90
Canterbury-Bankstown		1 storey	0	70
Canterbury-Bankstown		1 storey	1	360
Canterbury-Bankstown		1 storey	2	1219
Canterbury-Bankstown		1 storey	3	1925
Canterbury-Bankstown		1 storey	4	514
Canterbury-Bankstown		1 storey	5	102
Canterbury-Bankstown		1 storey	6	8
Canterbury-Bankstown		2 storeys or more		228
Canterbury-Bankstown		2 storeys or more	0	27
Canterbury-Bankstown		2 storeys or more	1	769
Canterbury-Bankstown		2 storeys or more	2	2340
Canterbury-Bankstown		2 storeys or more	3	5664
Canterbury-Bankstown		2 storeys or more	4	4499
Canterbury-Bankstown		2 storeys or more	5	523
Canterbury-Bankstown		2 storeys or more	6	56
Canterbury-Bankstown	(Other)			17
Canterbury-Bankstown	(Other)		0	9
Canterbury-Bankstown	(Other)		1	70
Canterbury-Bankstown	(Other)		2	296
Canterbury-Bankstown	(Other)		3	138
Canterbury-Bankstown	(Other)		4	33
Canterbury-Bankstown	(Other)		5	11
Canterbury-Bankstown	Flat/apartment		0	12
Canterbury-Bankstown	Flat/apartment	1 or 2 storey block		288
Canterbury-Bankstown	Flat/apartment	1 or 2 storey block	0	255
Canterbury-Bankstown	Flat/apartment	1 or 2 storey block	1	1929
Canterbury-Bankstown	Flat/apartment	1 or 2 storey block	2	8415
Canterbury-Bankstown	Flat/apartment	1 or 2 storey block	3	1024
Canterbury-Bankstown	Flat/apartment	1 or 2 storey block	4	161
Canterbury-Bankstown	Flat/apartment	1 or 2 storey block	5	35
Canterbury-Bankstown	Flat/apartment	1 or 2 storey block	6	17
Canterbury-Bankstown	Flat/apartment	3 storey block		226
Canterbury-Bankstown	Flat/apartment	3 storey block	0	94
Canterbury-Bankstown	Flat/apartment	3 storey block	1	741
Canterbury-Bankstown	Flat/apartment	3 storey block	2	8066
Canterbury-Bankstown	Flat/apartment	3 storey block	3	1209
Canterbury-Bankstown	Flat/apartment	3 storey block	4	49
Canterbury-Bankstown	Flat/apartment	3 storey block	5	6
Canterbury-Bankstown	Flat/apartment	3 storey block	6	11
Canterbury-Bankstown	Flat/apartment	4-8 storey block		127
Canterbury-Bankstown	Flat/apartment	4-8 storey block	0	49
Canterbury-Bankstown	Flat/apartment	4-8 storey block	1	1233
Canterbury-Bankstown	Flat/apartment	4-8 storey block	2	5198
Canterbury-Bankstown	Flat/apartment	4-8 storey block	3	843
Canterbury-Bankstown	Flat/apartment	4-8 storey block	4	35
Canterbury-Bankstown	Flat/apartment	4-8 storey block	5	7
Canterbury-Bankstown	Flat/apartment	9 or more storey block		50
Canterbury-Bankstown	Flat/apartment	9 or more storey block	0	3
Canterbury-Bankstown	Flat/apartment	9 or more storey block	1	479
Canterbury-Bankstown	Flat/apartment	9 or more storey block	2	1628
Canterbury-Bankstown	Flat/apartment	9 or more storey block	3	261
Canterbury-Bankstown	Flat/apartment	9 or more storey block	4	3
Canterbury-Bankstown	Flat/apartment	Attached to a house		31
Canterbury-Bankstown	Flat/apartment	Attached to a house	1	97
Canterbury-Bankstown	Flat/apartment	Attached to a house	2	403
Canterbury-Bankstown	Flat/apartment	Attached to a house	3	214
Canterbury-Bankstown	Flat/apartment	Attached to a house	4	117
Canterbury-Bankstown	Flat/apartment	Attached to a house	5	65
Canterbury-Bankstown	Flat/apartment	Attached to a house	6	23
Canterbury-Bankstown	Separate house			1038
Canterbury-Bankstown	Separate house		0	115
Canterbury-Bankstown	Separate house		1	633
Canterbury-Bankstown	Separate house		2	7091
Canterbury-Bankstown	Separate house		3	28354
Canterbury-Bankstown	Separate house		4	19007
Canterbury-Bankstown	Separate house		5	6445
Canterbury-Bankstown	Separate house		6	1702
Carrathool			2	9
Carrathool			3	4
Carrathool			4	3
Carrathool			6	3
Carrathool	(Other)		1	7
Carrathool	(Other)		2	5
Carrathool	(Other)		3	7
Carrathool	Flat/apartment	1 or 2 storey block	1	5
Carrathool	Flat/apartment	1 or 2 storey block	2	17
Carrathool	Separate house			17
Carrathool	Separate house		1	26
Carrathool	Separate house		2	97
Carrathool	Separate house		3	420
Carrathool	Separate house		4	275
Carrathool	Separate house		5	61
Carrathool	Separate house		6	14
Central Coast (NSW)				27
Central Coast (NSW)			0	23
Central Coast (NSW)			1	70
Central Coast (NSW)			2	64
Central Coast (NSW)			3	54
Central Coast (NSW)			4	22
Central Coast (NSW)			5	5
Central Coast (NSW)			6	8
Central Coast (NSW)		1 storey		266
Central Coast (NSW)		1 storey	0	64
Central Coast (NSW)		1 storey	1	635
Central Coast (NSW)		1 storey	2	4561
Central Coast (NSW)		1 storey	3	3874
Central Coast (NSW)		1 storey	4	189
Central Coast (NSW)		1 storey	5	31
Central Coast (NSW)		1 storey	6	17
Central Coast (NSW)		2 storeys or more		116
Central Coast (NSW)		2 storeys or more	0	19
Central Coast (NSW)		2 storeys or more	1	467
Central Coast (NSW)		2 storeys or more	2	1665
Central Coast (NSW)		2 storeys or more	3	3435
Central Coast (NSW)		2 storeys or more	4	368
Central Coast (NSW)		2 storeys or more	5	32
Central Coast (NSW)		2 storeys or more	6	12
Central Coast (NSW)	(Other)			48
Central Coast (NSW)	(Other)		0	63
Central Coast (NSW)	(Other)		1	278
Central Coast (NSW)	(Other)		2	414
Central Coast (NSW)	(Other)		3	145
Central Coast (NSW)	(Other)		4	27
Central Coast (NSW)	(Other)		5	11
Central Coast (NSW)	Flat/apartment		0	12
Central Coast (NSW)	Flat/apartment	1 or 2 storey block		164
Central Coast (NSW)	Flat/apartment	1 or 2 storey block	0	88
Central Coast (NSW)	Flat/apartment	1 or 2 storey block	1	970
Central Coast (NSW)	Flat/apartment	1 or 2 storey block	2	3067
Central Coast (NSW)	Flat/apartment	1 or 2 storey block	3	1948
Central Coast (NSW)	Flat/apartment	1 or 2 storey block	4	199
Central Coast (NSW)	Flat/apartment	1 or 2 storey block	5	31
Central Coast (NSW)	Flat/apartment	1 or 2 storey block	6	14
Central Coast (NSW)	Flat/apartment	3 storey block		23
Central Coast (NSW)	Flat/apartment	3 storey block	0	21
Central Coast (NSW)	Flat/apartment	3 storey block	1	107
Central Coast (NSW)	Flat/apartment	3 storey block	2	953
Central Coast (NSW)	Flat/apartment	3 storey block	3	388
Central Coast (NSW)	Flat/apartment	3 storey block	4	22
Central Coast (NSW)	Flat/apartment	4-8 storey block		34
Central Coast (NSW)	Flat/apartment	4-8 storey block	0	36
Central Coast (NSW)	Flat/apartment	4-8 storey block	1	265
Central Coast (NSW)	Flat/apartment	4-8 storey block	2	1695
Central Coast (NSW)	Flat/apartment	4-8 storey block	3	423
Central Coast (NSW)	Flat/apartment	4-8 storey block	4	21
Central Coast (NSW)	Flat/apartment	4-8 storey block	5	4
Central Coast (NSW)	Flat/apartment	4-8 storey block	6	4
Central Coast (NSW)	Flat/apartment	9 or more storey block		3
Central Coast (NSW)	Flat/apartment	9 or more storey block	1	68
Central Coast (NSW)	Flat/apartment	9 or more storey block	2	364
Central Coast (NSW)	Flat/apartment	9 or more storey block	3	157
Central Coast (NSW)	Flat/apartment	9 or more storey block	4	6
Central Coast (NSW)	Flat/apartment	Attached to a house		9
Central Coast (NSW)	Flat/apartment	Attached to a house	1	65
Central Coast (NSW)	Flat/apartment	Attached to a house	2	193
Central Coast (NSW)	Flat/apartment	Attached to a house	3	80
Central Coast (NSW)	Flat/apartment	Attached to a house	4	37
Central Coast (NSW)	Flat/apartment	Attached to a house	5	19
Central Coast (NSW)	Flat/apartment	Attached to a house	6	4
Central Coast (NSW)	Separate house			1258
Central Coast (NSW)	Separate house		0	253
Central Coast (NSW)	Separate house		1	1780
Central Coast (NSW)	Separate house		2	12232
Central Coast (NSW)	Separate house		3	40424
Central Coast (NSW)	Separate house		4	36190
Central Coast (NSW)	Separate house		5	9043
Central Coast (NSW)	Separate house		6	2046
Central Darling				7
Central Darling			0	5
Central Darling			1	10
Central Darling			2	16
Central Darling			3	18
Central Darling			4	11
Central Darling			5	6
Central Darling			6	5
Central Darling		1 storey	1	9
Central Darling		1 storey	2	9
Central Darling		1 storey	3	4
Central Darling		1 storey	4	3
Central Darling	Flat/apartment	1 or 2 storey block	3	3
Central Darling	Separate house			26
Central Darling	Separate house		1	33
Central Darling	Separate house		2	84
Central Darling	Separate house		3	193
Central Darling	Separate house		4	97
Central Darling	Separate house		5	25
Central Darling	Separate house		6	14
Cessnock				3
Cessnock			1	7
Cessnock			2	20
Cessnock			3	11
Cessnock			4	15
Cessnock		1 storey		26
Cessnock		1 storey	1	138
Cessnock		1 storey	2	722
Cessnock		1 storey	3	536
Cessnock		1 storey	4	32
Cessnock		2 storeys or more		4
Cessnock		2 storeys or more	1	79
Cessnock		2 storeys or more	2	119
Cessnock		2 storeys or more	3	61
Cessnock		2 storeys or more	4	12
Cessnock	(Other)		0	9
Cessnock	(Other)		1	27
Cessnock	(Other)		2	14
Cessnock	(Other)		3	9
Cessnock	Flat/apartment	1 or 2 storey block		7
Cessnock	Flat/apartment	1 or 2 storey block	0	3
Cessnock	Flat/apartment	1 or 2 storey block	1	97
Cessnock	Flat/apartment	1 or 2 storey block	2	105
Cessnock	Flat/apartment	1 or 2 storey block	3	23
Cessnock	Flat/apartment	1 or 2 storey block	4	3
Cessnock	Flat/apartment	Attached to a house	1	9
Cessnock	Flat/apartment	Attached to a house	2	24
Cessnock	Flat/apartment	Attached to a house	3	9
Cessnock	Flat/apartment	Attached to a house	4	6
Cessnock	Separate house			254
Cessnock	Separate house		0	50
Cessnock	Separate house		1	300
Cessnock	Separate house		2	2484
Cessnock	Separate house		3	9183
Cessnock	Separate house		4	6805
Cessnock	Separate house		5	1086
Cessnock	Separate house		6	258
Clarence Valley				12
Clarence Valley			0	3
Clarence Valley			1	30
Clarence Valley			2	19
Clarence Valley			3	15
Clarence Valley			4	6
Clarence Valley			5	5
Clarence Valley		1 storey		32
Clarence Valley		1 storey	0	5
Clarence Valley		1 storey	1	131
Clarence Valley		1 storey	2	412
Clarence Valley		1 storey	3	241
Clarence Valley		1 storey	4	18
Clarence Valley		1 storey	5	7
Clarence Valley		2 storeys or more		9
Clarence Valley		2 storeys or more	1	38
Clarence Valley		2 storeys or more	2	216
Clarence Valley		2 storeys or more	3	207
Clarence Valley		2 storeys or more	4	29
Clarence Valley		2 storeys or more	5	7
Clarence Valley	(Other)			26
Clarence Valley	(Other)		0	47
Clarence Valley	(Other)		1	188
Clarence Valley	(Other)		2	133
Clarence Valley	(Other)		3	93
Clarence Valley	(Other)		4	50
Clarence Valley	(Other)		5	13
Clarence Valley	Flat/apartment	1 or 2 storey block		26
Clarence Valley	Flat/apartment	1 or 2 storey block	0	11
Clarence Valley	Flat/apartment	1 or 2 storey block	1	130
Clarence Valley	Flat/apartment	1 or 2 storey block	2	416
Clarence Valley	Flat/apartment	1 or 2 storey block	3	162
Clarence Valley	Flat/apartment	1 or 2 storey block	4	15
Clarence Valley	Flat/apartment	1 or 2 storey block	5	5
Clarence Valley	Flat/apartment	1 or 2 storey block	6	4
Clarence Valley	Flat/apartment	3 storey block		3
Clarence Valley	Flat/apartment	3 storey block	1	6
Clarence Valley	Flat/apartment	3 storey block	2	52
Clarence Valley	Flat/apartment	3 storey block	3	20
Clarence Valley	Flat/apartment	3 storey block	4	4
Clarence Valley	Flat/apartment	4-8 storey block	1	5
Clarence Valley	Flat/apartment	4-8 storey block	2	10
Clarence Valley	Flat/apartment	Attached to a house		4
Clarence Valley	Flat/apartment	Attached to a house	1	21
Clarence Valley	Flat/apartment	Attached to a house	2	9
Clarence Valley	Flat/apartment	Attached to a house	3	9
Clarence Valley	Flat/apartment	Attached to a house	4	3
Clarence Valley	Separate house			336
Clarence Valley	Separate house		0	104
Clarence Valley	Separate house		1	427
Clarence Valley	Separate house		2	2391
Clarence Valley	Separate house		3	8582
Clarence Valley	Separate house		4	5026
Clarence Valley	Separate house		5	941
Clarence Valley	Separate house		6	215
Cobar				5
Cobar			3	8
Cobar		1 storey	1	12
Cobar		1 storey	2	23
Cobar		1 storey	3	4
Cobar		2 storeys or more	2	3
Cobar	(Other)		1	7
Cobar	(Other)		2	5
Cobar	(Other)		3	3
Cobar	Flat/apartment	1 or 2 storey block	0	3
Cobar	Flat/apartment	1 or 2 storey block	1	18
Cobar	Flat/apartment	1 or 2 storey block	2	32
Cobar	Flat/apartment	1 or 2 storey block	3	14
Cobar	Separate house			31
Cobar	Separate house		0	3
Cobar	Separate house		1	14
Cobar	Separate house		2	107
Cobar	Separate house		3	603
Cobar	Separate house		4	440
Cobar	Separate house		5	56
Cobar	Separate house		6	15
Coffs Harbour				12
Coffs Harbour			0	9
Coffs Harbour			1	21
Coffs Harbour			2	34
Coffs Harbour			3	31
Coffs Harbour			4	11
Coffs Harbour			5	3
Coffs Harbour		1 storey		58
Coffs Harbour		1 storey	0	3
Coffs Harbour		1 storey	1	130
Coffs Harbour		1 storey	2	1120
